user_id,feature_a,feature_b,feature_c,revenue
1,11.106521177777477,22.81617046963053,32.305801868665,37.044722588362625
2,10.435201218438948,20.84605648486924,26.840564242255642,37.00035356673452
3,9.884020024266947,20.796759209868917,30.852652836775437,40.03365692077282
4,5.362127810556869,20.72329571429418,25.854045995733582,35.79550456830346
5,10.8629883354177,17.697917640988795,22.31420454432217,30.41356643202504
6,5.747440431098236,20.483871277130675,30.69263121250135,36.36618467875881
7,11.819842434045269,22.43671046046406,30.32834573318049,43.50033037664278
8,11.211931146012827,18.982788848694604,32.96440085431211,41.17023252893449
9,11.660113297156832,23.5185059636602,33.28530906418464,44.64715795401253
10,11.655396687430775,11.473596332944453,25.044757956834353,48.39004454712854
11,10.597028939666442,19.020464918800492,26.341335263153095,44.37603904271826
12,8.929997172532145,25.100660706518443,29.947829641271973,39.70601229220276
13,9.385875425988408,22.620660972029416,30.254628630700157,36.25230726415699
14,13.016144543144268,24.33251855862183,31.596673545709795,42.30678976334698
15,8.835541244388196,20.43837559401844,24.72875524700952,48.00721376434912
16,9.543752392297431,16.45482756144223,28.94632413586354,47.094361236956324
17,8.550970991167429,18.468646953827133,32.51560281894269,44.66431461845141
18,8.965501325018435,24.56659155990329,37.531327322036084,35.996899265411535
19,9.38688423609086,14.490255367934228,24.92469317529525,42.905210153746914
20,10.51310329173504,17.139104826462244,36.42105768778011,43.53132714898075
21,9.4122878899484,14.858196764512982,28.79224732138754,46.11611553520646
22,9.290583070022464,18.399095106444303,24.15870529522901,33.683453413823074
23,8.7663696949257,18.736286029827646,35.25391600691561,36.53003294196194
24,10.179168933812177,21.739809021498257,25.655796654432095,40.690395478521
25,7.311667998386729,17.528253735713996,25.25098875423191,40.62421081962274
26,10.104369798615553,25.140500090973354,32.79325338719004,36.96545361709368
27,12.620051464697063,21.943182169521705,34.05977371530296,42.49860412863017
28,8.466174242332292,18.587284490373488,30.181707260468926,38.5362292552752
29,9.909216523933027,17.026806398509628,27.023959020508972,45.5255711738147
30,15.634418032968487,15.506430111279641,23.940523884634622,37.57415010954282
31,8.014651180478086,20.370084122446702,30.330685744559183,40.992222975593315
32,6.757716951576263,25.951143914638443,20.545183109512223,29.546502756937027
33,9.146381736840155,19.51860606461075,24.070756658812968,41.015806026372374
34,13.613875960756337,16.92156999147015,34.12335997202721,36.68904101090076
35,14.070231023568182,19.832355060385208,32.359069739873505,43.54016060314138
36,7.5680254737389605,18.45825698200428,34.75789882596313,39.145256426331315
37,11.140281176940675,17.29559085841102,31.506805730102112,46.13346774999293
38,10.00904286268627,14.31943678081717,25.298602353527148,37.352657308554825
39,8.823258489129303,19.83975170819398,31.747723732228817,32.84196907959636
40,6.108604365290477,24.466684275561665,22.618518104188514,41.19713432143468
41,12.04916795941432,23.694447595140062,32.63274866008581,42.89751977466768
42,8.278923386539843,22.962718838008573,35.30467357395077,36.288972662487666
43,10.598015368348419,20.644692962536823,25.837777261957186,33.53850367700673
44,10.163787926341149,21.432398553137226,33.944838965989014,43.775965441102926
45,13.740362537794569,23.051552887579057,29.988360481899853,45.25290622933317
46,12.351989578827174,19.856720209691268,29.184436878602593,43.6524275283051
47,7.689327873478245,20.867958855391304,21.931198536800352,40.45444143631955
48,9.475209688244785,18.825728283926374,29.19830271233212,40.00625527641147
49,12.073695105457954,23.422349625752616,33.29214948692153,48.1489327223609
50,7.333970071437323,17.245374923842636,22.96032614801631,44.007876304742915
51,9.215423336266129,22.070300102184344,27.886510570563747,35.48727681351561
52,10.455151601404125,22.595059487125447,26.9970811158112,34.64609381524687
53,6.768347682635257,22.53816591650111,23.301655921671713,43.13019527986962
54,7.529083707126427,22.16417452801578,33.98943822813302,43.66246316966761
55,6.591845991765812,18.63765122902811,29.890749668050546,36.96144408509875
56,10.573951757572262,18.33888488677227,29.980000590393683,36.23702825083238
57,8.876971062040411,18.795760375159965,33.74577541753516,44.831081987337015
58,11.857296575290992,18.90761729469737,26.806727221674265,38.448620729075195
59,10.227588507130465,16.654815591651882,42.834368544130925,44.185741690157585
60,11.144034506752979,18.696670733311834,27.978612342094994,34.51366790061871
61,9.83264831217012,18.123859495427695,25.168614333363443,35.098858562659
62,11.503847590491326,17.189384045380596,32.36541097266136,31.499699845601878
63,9.793365685566949,21.127024740730594,31.36001463620881,39.865025025979854
64,8.035596898360101,17.76723644803317,26.015018962648725,38.01649906757542
65,12.36553676449814,20.78749812001989,26.25306432071896,31.654787866375795
66,11.960016295309897,24.46032893757416,33.21013059233285,40.793899943486814
67,14.533386427762292,25.108610176098143,31.067483058201883,37.38414506321115
68,9.715598137015933,20.102127567928353,31.563135211019787,38.91192540145909
69,8.840199434039848,23.114514498723455,33.39817839403122,46.98560924323429
70,7.105914994541635,20.79997124608638,27.512936810816925,44.8465852589496
71,2.2814449705670476,27.23287882700037,34.98736253461939,42.47360976374824
72,7.383203319825358,24.99679185692432,30.06838315271542,38.36555627488357
73,10.973637100902009,23.410389023705704,32.84347358955148,34.0852032936457
74,8.228937717260475,19.58496157608638,26.302093794165817,36.740979242744956
75,4.810352001834133,19.302824787410636,32.987317911170834,38.141047902301125
76,11.216519415697611,21.699032073722115,31.108470398763462,46.27478224712787
77,8.81668498373542,19.958179597685945,39.90482932949641,35.39818688406231
78,9.277991812944293,19.313947822398628,29.399966463942896,37.29499968328981
79,9.137120996690477,22.147031712293742,36.128823352246386,39.95773349581584
80,9.730603208792644,16.299318384672137,32.57227117248102,41.95209699098249
81,10.9488881539119,14.032104240909018,36.30741266576816,45.39902956419867
82,6.5309666978230645,16.990149969052,30.994693417573725,46.62294528519642
83,9.545765114560648,16.56562994307873,31.978683233820135,39.26078245102712
84,8.982821778565297,19.795970379360217,21.19254047776773,49.60845192990735
85,12.273449440666802,17.42219430757537,24.95411593228717,43.35451903136267
86,7.929405293385761,19.45180712170495,34.239724347395146,36.086219692408385
87,13.274822890861925,13.94722177425284,31.758812472888494,35.1303233964028
88,11.216066395044624,24.469784966605566,33.155694816553826,37.91395429546931
89,13.249286772756427,21.2320923735384,29.023853423339176,38.74199614910097
90,8.591029249796554,17.433778250293578,33.20736397662961,43.93103956224112
91,11.611904230445763,20.98861522580795,28.64676278333219,35.92272233107275
92,10.726208000343139,23.745773693554458,29.844161494555475,37.15092767011409
93,7.004659292841778,22.572536380038432,34.929997298507345,35.75558284202999
94,9.478164205543589,19.764908353081672,34.38028578591599,41.32289166614512
95,9.094607335713095,21.88883031750273,28.33075268347946,32.74397647280165
96,8.067692467404793,22.704617202777175,30.276578349095253,42.734944919538805
97,8.4637008875938,16.391652788956385,31.018035199236465,36.0444197784504
98,7.120346380109485,15.693704467265864,29.508437354024302,38.90603987215557
99,9.0656522416437,18.24234024407022,29.67155703214149,42.142567110860085
100,10.668272605959007,23.002861881722914,26.307523922491626,41.47273382435206
101,8.442322733824712,24.488968103522748,32.33713532270128,53.86384818278704
102,6.873696027229044,20.4389409193885,25.896298362204785,35.45134412600303
103,12.090660170649134,24.576697635899336,26.2213903203828,29.587192772756907
104,9.25837077546337,23.0483878453294,35.14239301665718,33.44741344734727
105,10.0548494552586,19.820897041343727,37.36454987003211,44.11432487867309
106,9.532113173168508,17.788001495263945,37.441998132789536,34.64932969317244
107,8.919762947531465,18.09575931284759,31.478781179464544,45.10236425579773
108,11.203517479577823,20.281490105710375,27.928188299638514,38.89763837428297
109,8.940187570366623,24.277016146539207,33.03070450627662,43.68815920352999
110,10.057454588601544,22.571453105790695,36.25742263883846,32.35366262984373
111,7.110116309242211,16.099028967358215,30.53494943846016,45.171983014335325
112,6.722468415668237,16.330588209152296,28.456852642564513,45.75208314785047
113,9.220886089259817,22.492715576363764,23.412510660927435,35.3356993022971
114,13.821343007146213,20.630810858807575,23.33071005607765,46.56646455556587
115,10.362525188690553,17.18101403196035,36.920403285877924,53.1204683563556
116,13.867260120257672,22.08518425057258,24.201415643934432,39.979320169757145
117,10.904369099899226,24.165224161553574,27.389569963344044,35.313895450027495
118,10.90691861572528,22.451442590872652,28.8586125243981,37.005853161228785
119,8.833352606395696,20.3664741418087,31.026091551029,38.55116084188986
120,9.955164866963653,24.081787657348087,24.874768787188298,45.02741655935766
121,13.582571439654382,18.879325792688995,32.312465132238465,49.11736272233816
122,12.37037916096449,18.25865036120073,32.34027326077722,37.914130201956645
123,8.747621419295474,17.26106321040976,30.31770407124111,38.865859838301965
124,9.06036608004032,25.76510979117325,27.548564820805755,33.07021053851503
125,12.67448348589995,26.459899899081634,28.545758761414913,37.38333075556774
126,8.970429473074729,19.92715560879796,22.32561095465106,42.34470164611658
127,11.839480994675226,21.84219034474229,32.513558569316615,29.973578343978733
128,8.180875525123174,21.422055975882003,27.919251948898648,43.431806200304514
129,11.256033188125217,22.88227540884256,24.540297161302696,44.46087940516476
130,13.052404169333617,23.659185170106202,29.846336587273658,46.016644657009806
131,11.670012261569344,22.11644593756179,31.96830449343336,37.14444650298488
132,10.48688798768012,19.78384515580077,31.40903198042134,32.16899594956808
133,10.280799965947105,18.499028882521678,32.46596306107157,38.60256310842499
134,9.830887588977312,16.985220894495047,34.6314425845455,34.82722261536872
135,9.95387732088318,12.171625359528882,27.87030020209748,31.199306720141692
136,12.357644871132244,19.77270347339066,30.713068648678377,36.197495160646035
137,12.30780982852416,17.548470124819076,30.970884225813364,33.04251658518621
138,10.815624339192087,20.154263228290837,24.137383846971712,49.60509891494192
139,7.48157278447081,19.745710285605075,34.283779402165244,43.723445024939444
140,8.958682716934538,16.962534715580336,28.621639135434215,44.385718273815826
141,10.594801769653644,18.549849316839,30.908129605569155,34.45427362573127
142,10.102991038173284,21.309666581866548,31.109678767213772,46.84258096508353
143,7.294066841280813,20.56915329792929,26.65923914385711,38.12153877704409
144,11.328018664219359,17.40064448575586,33.178542692183626,44.24389390348252
145,15.19766196630098,17.786397723713577,33.78747332284786,34.904539506087275
146,7.546918160505856,21.778561821298926,30.582698934716944,43.11082411771682
147,10.127547504196233,20.775723835038615,18.35402152296163,31.630593818259406
148,13.239577132420841,20.987772066508857,35.33171793409333,39.128463342444114
149,9.165303792786496,19.565754319969027,29.307613236473255,38.78167355379032
150,9.184516501861609,22.288732276226607,27.31649872801108,33.17089475360966
151,10.339150461974864,20.342361071659152,27.562743970707526,40.12701388362533
152,11.133963227734133,27.671336629285825,25.572853257122933,37.15334545425133
153,9.177608577960454,18.636420167048783,28.421939471109585,38.01856735190562
154,11.95962870856467,17.93858903595367,32.3536182338773,43.67356283346869
155,6.190005956410506,25.029923737923973,25.47751980274684,46.45791200017084
156,11.310843714489746,19.83774369618408,30.728916378292336,39.002932468270714
157,10.73754253173698,17.707709280165137,27.514512874923124,46.40166325039133
158,9.682182023754295,21.358330578916743,28.857749018138744,44.99401795724462
159,10.774734863050787,13.081243628062587,28.41350174651408,43.714410728000736
160,10.095755586367558,21.394823601505262,31.111565885795134,47.921150802830866
161,12.659637340174033,20.10797382954834,33.924479312737255,32.48919230766443
162,9.076576683657448,20.854826402839056,29.843057796321006,46.63867311857191
163,9.91716213912132,17.62907893284599,33.4706917370964,41.88341678963703
164,7.224690237225202,24.003074881610683,35.821324701649615,38.05170365136615
165,7.7504476487327985,20.9923646198002,24.112032801049708,39.16645461800124
166,9.518034146248658,19.98773000642619,33.021862241917404,45.08425629873653
167,6.887943300414749,21.134683173077192,28.700545997041512,46.00211351538553
168,8.305423816121204,17.531846258480062,29.158962416857086,43.59206742413679
169,7.347957646652641,19.65636093798875,33.78744771130652,34.23164660748959
170,9.01279610361041,15.525668409742238,28.9733213153785,32.72518889444221
171,10.234876788592118,16.71990255288532,27.40005316287777,40.24912603605183
172,11.887073978572563,20.919982924998386,34.96101782194223,43.20498979370126
173,6.118784236742114,20.388629833504183,34.1173880354945,36.595732266860274
174,9.599322059078872,22.263132249079888,31.596563750911784,44.43994824703768
175,11.73141461109714,18.038240865879313,41.22325297880236,43.09042368793345
176,12.760260568345807,19.693663772688232,26.030574382108213,42.46501226127752
177,12.81214190052397,17.961611391052426,23.48467532093376,36.25580674320988
178,7.131346831006946,20.79187403995293,29.12152319213428,46.26509567983947
179,8.973720547823072,22.370229189209525,25.44727274168583,44.8994606704284
180,11.128374978768742,23.227979144039512,31.46427048518621,46.83197612098957
